sentence1,sentence2,label,pred,abs_error,category
A group of people is holding food and pointing at the camera,A group of people is holding drinks and pointing at the camera,2.625,4.037915766239166,1.4129157662391663,other
"The girl has red hair and eyebrows, several piercings in a ear and a drawing on the back",A girl with red hair and red eyebrows is in midspeech,2.375,3.9294850826263428,1.5544850826263428,other
A girl with red hair and red eyebrows is in midspeech,"The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back",2.75,3.8629281520843506,1.1129281520843506,other
A woman in blue has a yellow ball in the mitt,A man in blue has a yellow ball in the mitt,2.25,3.7333059310913086,1.4833059310913086,other
The girl in blue is chasing the base runner with a number on the jersey,The man in blue is chasing the base runner with a number on the jersey,2.875,4.243825674057007,1.3688256740570068,other
The girl in blue is chasing the base runner with a number on the jersey,A woman in blue has a yellow ball in the mitt,2.5,1.3844352960586548,1.1155647039413452,other
A blond woman is sitting on the roof of a yellow vehicle and two people are inside,A blond woman is sitting on the roof of a yellow vehicle and two people are outside,3.5,4.7848716378211975,1.2848716378211975,other
A yellow dog is drinking water from the faucet,The yellow dog is drinking water from a pot,2.875,4.293469190597534,1.4184691905975342,other
Adults and children standing and playing in front of steps near a wooded area,The adults and children are being gathered near an outdoor seating arrangement,1.875,2.8810396790504456,1.0060396790504456,other
A woman is looking down and is wearing a wedding veil,A boy is looking down and wearing a wedding veil,2.375,3.703366219997406,1.328366219997406,other
A bride with a white veil is looking down,A boy is looking down and wearing a wedding veil,2.625,3.640581965446472,1.0155819654464722,other
Two large dogs are frolicking in a grassy field,Two large dogs are frolicking in a parking lot,2.75,4.131422340869904,1.3814223408699036,other
Three dogs are resting on a couch,Three dogs are resting on a sidewalk,2.5,3.804905116558075,1.304905116558075,other
A young man is pushing a motocross bike up a dirt hill,A young man is pushing a motocross bike down a dirt hill,3.0,4.90439772605896,1.90439772605896,other
A young man and a woman are riding bikes on the boardwalk near the ocean,An older man and a woman are riding bikes on the boardwalk near the ocean,3.125,4.7347235679626465,1.6097235679626465,other
A middle aged man and woman are riding bikes down a road near the water,An older man and a woman are riding bikes on the boardwalk near the ocean,3.125,4.15821760892868,1.0332176089286804,other
An older man and a woman are riding bikes on the boardwalk near the ocean,A middle aged man and woman are riding horses down a road beside the water,1.6249999999999998,2.8457745909690857,1.220774590969086,other
Pedestrians and cars are moving through a traffic jam in a small city,Pedestrians and cars are moving through a traffic jam in a big city,3.75,4.89533007144928,1.1453300714492798,other
The dog is running through the wet sand,The dog is running through the dry sand,3.25,4.847933351993561,1.5979333519935608,other
A young boy with painted face is standing next to some other children,A young girl with painted face is standing next to some other children,2.875,4.218578040599823,1.343578040599823,other
A horse is racing,A horse is not racing,2.625,3.9530518651008606,1.3280518651008606,negation_mismatch
A horse is running,Dogs are racing on a track,0.4999999999999999,2.4987412989139557,1.9987412989139557,low_overlap
A horse is racing,Dogs are running on a track,1.25,2.4190081655979156,1.1690081655979156,low_overlap
Dogs are racing on a track,A horse is racing,1.375,2.950335741043091,1.5753357410430908,low_overlap
People are sitting at round tables in a red room,People are sitting at square tables in a red room,3.625,4.82170045375824,1.1967004537582397,other
People are sitting at square tables in a red room,Several people are sitting at small tables in a light room,2.25,4.152518808841705,1.9025188088417053,other
Several people are sitting at small tables in a darkened room,People are sitting at round tables in a red room,3.0,4.120033383369446,1.1200333833694458,other
A person is looking into the distance and people is walking between buildings behind,A black man is walking next to a building in a big city,1.6249999999999998,2.8331583738327026,1.2081583738327029,other
A black man is walking next to a building in a big city,A woman is looking into the distance and people are walking between buildings behind,0.875,2.046883702278137,1.1718837022781372,other
A man is looking into the distance and people is walking between buildings behind,A black man is walking next to a shop in a big city,1.6249999999999998,2.7121034264564514,1.0871034264564516,other
A white man is walking next to a building in a big city,A man is looking into the distance and people is walking between buildings behind,1.75,3.209545314311981,1.4595453143119812,other
There is no man skiing down a snowy hill,A man is skiing down a snowy hill,2.625,3.7019044160842896,1.0769044160842896,other
A child is splashing in a pool for children and no other children are playing in the background,A child is splashing in a pool for children and other children are playing in the background,2.0,4.488413631916046,2.488413631916046,negation_mismatch
An old man in a white shirt and gold and black hat is sitting with crossed legs,A young man in a white shirt and gold and black hat is sitting with crossed legs,3.125,4.353846311569214,1.2288463115692139,other
A man with a backwards hat is sitting on the ground,An old man in a white shirt and gold and black hat is sitting with crossed legs,1.75,3.098597824573517,1.3485978245735168,other
A young man in a white shirt and gold and black hat is sitting with crossed legs,A man with no hat is sitting on the ground,1.14375,2.5228357315063477,1.3790857315063476,negation_mismatch
A young man in a white shirt and gold and black hat is sitting with crossed legs,A man with a backwards hat is sitting on the ground,2.0,3.080316483974457,1.0803164839744568,other
The man is going into the water,The man is not going into the water,2.5,3.5371404886245728,1.0371404886245728,negation_mismatch
A young woman is carrying a lot of colorful scarves on the beach,A rainbow afghan is being held by a girl in gold and purple,2.5,1.3219080865383148,1.1780919134616852,low_overlap
A tan dog is splashing in the water on the bank of a pond,A light brown dog is running in the grass,1.6249999999999998,2.6363903284072876,1.0113903284072878,other
The child is splashing water in a small blue pool,The child is splashing water in a big red pool,3.0,4.181759357452393,1.1817593574523926,other
A toddler is making a splash outside a blue paddling pool,A toddler is making a splash inside a blue paddling pool,3.125,4.781662225723267,1.6566622257232666,other
The brown dog is spotting a black dog and is playing in the dry grass,The brown dog is spotting a black dog lying in the dry grass,3.125,4.35534805059433,1.2303480505943298,other
A man is standing on a black jeep on a dirt hill,A man is standing on a dirt hill next to a black jeep,3.25,4.691551923751831,1.441551923751831,other
A black dog and a small white and black dog are looking up at a kitchen countertop,A large dog and a small dog is standing on the kitchen counter and investigate,3.0,4.2746299505233765,1.2746299505233765,other
A dirty tan dog is rolling in the dirt and looking right at the camera,A dog is playing on the ground,3.75,2.1673595905303955,1.5826404094696045,other
A dirty tan dog is rolling in the dirt and looking right at the camera,A dog is rolling on the ground,4.0,2.9922443628311157,1.0077556371688843,other
A person on a yellow dirt bike is taking a jump,A person on a yellow clean bike is taking a jump,3.25,4.552968442440033,1.302968442440033,other
An old man with a grey beard is not riding a bike,An old man with a grey beard is riding a bike,2.625,3.9113658666610718,1.2863658666610718,negation_mismatch
A little girl in a pink shirt is playing t-ball and taking a swing,A little boy in a pink shirt is playing t-ball and taking a swing,3.0,4.3568432331085205,1.3568432331085205,other
A little girl is missing a baseball on a tee,A little girl is hitting a baseball off a tee,2.6875,3.8665813207626343,1.1790813207626343,other
A girl is hitting a little tee with a baseball,A little girl is hitting a baseball off a tee,3.625,4.735490083694458,1.110490083694458,other
A group of people is gathering at a stand at the fair,No group of people is gathering at a stand at the fair,4.5,3.459904193878174,1.0400958061218262,negation_mismatch
A woman is showing a dog with very short hair at a dog show,A woman is showing a dog with very long hair at a dog show,2.625,4.9005842208862305,2.2755842208862305,other
A man dressed in black is wearing inline skates and performing a trick on a rail,A woman dressed in black is wearing inline skates and performing a trick on a rail,2.5,3.7874633073806763,1.2874633073806763,other
Three children are running down hill,Three children are running up hill,2.875,4.752651154994965,1.8776511549949646,other
A white bird with a yellow beak is standing in the green grass,A black and orange bird is standing in the grass,2.25,3.9400428533554077,1.6900428533554077,other
A shirtless man is posing with a girl who is hiking in a park,A shirtless woman is posing with a girl who is hiking in a park,3.0,4.1885873675346375,1.1885873675346375,other
A young couple is lying on a bed together,A young couple is lying on a couch together,3.25,4.268846213817596,1.0188462138175964,other
People are walking across a rope bridge over a rocky stream,People are not walking across a rope bridge over a rocky stream,2.375,3.588460087776184,1.213460087776184,negation_mismatch
A child is wearing a yellow jacket and is jumping down from a rock,A child is wearing a yellow jacket and is jumping on a rock,3.375,4.812412858009338,1.4374128580093384,other
Three men are sitting on a hill and looking at the mountains and sky,Three men are sitting on a hill and looking at the sea,2.875,4.356635808944702,1.4816358089447021,other
A girl is jumping rope on a sidewalk near a parking garage,A boy is jumping rope on a sidewalk near a parking garage,3.0,4.097039699554443,1.0970396995544434,other
A dog is not swimming in a body of water,A dog is swimming in a body of water,2.125,3.6615628004074097,1.5365628004074097,negation_mismatch
A boy is speeding down a steep slide,A girl is wearing all black and is sliding down a blow up yellow slide,1.25,2.8117087483406067,1.5617087483406067,other
A boy is wearing all black and is sliding down a blow up yellow slide,A girl is speeding down a steep slide,1.25,2.5170081853866577,1.2670081853866577,other
The dog is on a leash and is walking in the water,The dog is on a leash and is walking out of the water,3.1875,4.56078439950943,1.37328439950943,other
A middle eastern man is standing with the back against a lamp post near to other people,A man is leaning against a pole and is surrounded,3.625,2.5603196024894714,1.0646803975105286,other
A middle eastern man is standing with the back against a lamp post near to other people,A man is leaning against a pole and is surrounded by people,4.0,2.850012183189392,1.149987816810608,other
A group of five old adults are lounging indoors,A group of five young adults are lounging indoors,3.0,4.889776706695557,1.8897767066955566,other
A wet kid is wearing sand and is walking on a little hat,A little kid is wearing a hat and is walking in the wet sand,3.0,4.7235023975372314,1.7235023975372314,other
A young boy with a heart tank top is raising his hands as he is sliding,A blond child is going down a slide and throwing up his arms,3.375,2.229868322610855,1.145131677389145,other
A child with dark hair is going down a slide and throwing up his arms,A young girl with a heart tank top is raising her hands as she is sliding,3.625,2.080186754465103,1.5448132455348969,other
A brown dog is running after a black dog on a rocky shore,A brown dog is running after a white dog on a rocky shore,3.25,4.8820120096206665,1.6320120096206665,other
A small white dog is jumping up in the snow,A large white dog is jumping up in the snow,3.375,4.462865591049194,1.0878655910491943,other
A brown and black dog is pointing the nose upwards,A brown and black dog is pointing the nose downwards,3.375,4.873450398445129,1.4984503984451294,other
Different things from a war are being shown to some people by a veteran,A large man is sitting in a military accessories store,2.375,1.1629049479961395,1.2120950520038605,low_overlap
A veteran is showing different things from a war to some people,A large man is sitting in a military accessories shop,2.375,1.3344918191432953,1.0405081808567047,low_overlap
Two little boys are playing outside with a soccer ball on the green grass,There are no little boys playing outside with a soccer ball on the green grass,2.75,3.848949670791626,1.098949670791626,negation_mismatch
There is no boy in a swimsuit sitting on top of a circular fountain,A boy in a swimsuit is sitting on top of a circular fountain,2.375,3.667677938938141,1.2926779389381409,negation_mismatch
A guy is leaping into the air in wood,A shirtless man is jumping over a log,1.6249999999999998,2.8574952483177185,1.2324952483177187,low_overlap
A dog is running with a volleyball,The black dog is carrying a blue and white toy in its mouth,2.625,1.6166768968105316,1.0083231031894684,other
A girl in a uniform is playing the flute with a marching band,A girl in a uniform is not playing the flute with a marching band,2.25,3.7038832902908325,1.4538832902908325,negation_mismatch
A man is skiing down a hill and over a red obstacle,A man is snowboarding down a railing in the snow,1.5000000000000002,2.8032124042510986,1.3032124042510984,negation_mismatch
Two construction workers are sitting up on the side of a palace,Two men are taking a break from construction,3.875,2.2759705781936646,1.5990294218063354,other
A man in a black wetsuit is riding a foamy wave,A surfer is surfing a huge wave,3.625,2.336820363998413,1.288179636001587,other
A man in green is kicking a soccer ball and a man in purple and white is rising up,A man in green is kicking a soccer ball and a man in purple and white is falling down,3.125,4.469346106052399,1.3443461060523987,other
Two cats on a lawn are playing with a plastic toy,Two dogs on a lawn are playing with a plastic toy,2.5,3.5205090045928955,1.0205090045928955,other
A black dog and a white dog are wrestling on the bed,A black dog and a white dog are wrestling on the ground,2.875,4.211437106132507,1.3364371061325073,other
A cluster of four brown dogs are playing in a field of brown grass,There is no dog playing in a field of brown grass,1.375,2.9617175459861755,1.5867175459861755,negation_mismatch
A man is petting a dog near a stone path,A woman is playing with a brown dog on a garden path,1.125,2.2176337242126465,1.0926337242126465,other
Two race cars are on a road in front of a grassy parking area,No race car is on a road in front of a grassy parking area,2.625,3.642084300518036,1.0170843005180359,negation_mismatch
The girl is painting a coverall blue,The girl in the blue coverall is painting,2.75,4.84254777431488,2.0925477743148804,other
Two people are seated near a camel and another camel is in the foreground,Two people are seated on a camel and another camel is in the foreground,3.75,4.844555854797363,1.0945558547973633,other
A barefoot man in pajamas is looking toward the sky and is walking on the tennis court,A barefoot man in pajamas is looking toward the sky and is standing on the tennis court,3.75,4.784520864486694,1.0345208644866943,other
A brown and white dog is catching a dirty tennis ball in a dirt field,A brown and white dog is catching a dirty golf ball in a dirt field,3.125,4.35293972492218,1.2279397249221802,other
A dog is running on the sand and chasing a ball,A dog is running on the grass and chasing a ball,3.25,4.486924111843109,1.2369241118431091,other
A brown and white dog is catching a dirty golf ball in a dirt field,A dog is running on the sand and chasing a ball,3.625,2.5936079025268555,1.0313920974731445,other
A young girl is playing on the edge of a fountain and an older woman is watching her,A young girl is playing on the edge of a fountain and an older woman is not watching her,2.25,3.929302990436554,1.679302990436554,negation_mismatch
A bicyclist is performing a trick over a clean wall,A bicyclist is performing a trick over a heavily graphitized wall,2.875,4.58156943321228,1.7065694332122803,other
A woman is wearing ear protection and is firing a gun at an outdoor shooting range,A woman is wearing ear protection and is firing a gun at an indoor shooting range,3.25,4.8679667711257935,1.6179667711257935,other
The small dog is walking outside and is carrying a colorful toy in its mouth,The large dog is walking outside and is carrying a colorful toy in its mouth,3.25,4.539563059806824,1.2895630598068237,other
A dog is standing on concrete and is holding a blue ball,The large dog is walking outside and is carrying a colorful toy in its mouth,3.875,2.421206682920456,1.453793317079544,other
A man is sitting comfortably at a table,A brown dog is running in the snow,0.375,-0.8689877390861511,1.2439877390861511,negation_mismatch
The snowboarder is jumping off a snow covered hill,The person is not standing on white ice,0.625,1.7523431777954102,1.1273431777954102,negation_mismatch
"A woman, who is shoeless, is sitting on a blanket under a lavender umbrella",A small dog is lying on the bed,0.0,1.0203497111797333,1.0203497111797333,other
A toddler is playing with a plastic scooter toy,A woman in blue has a yellow ball in the mitt,0.0,1.1040671169757843,1.1040671169757843,low_overlap
A person is chopping a red onion,A big green ball is knocking a potato,0.1250000000000001,1.3513149321079254,1.2263149321079254,negation_mismatch
There is no girl playing a flute,Two baby pandas are playing,0.0,1.1281106621026993,1.1281106621026993,negation_mismatch
The girl is cheering the man in the blue and white uniform,A soccer player is being tackled by his opponent,0.23125,1.4642126858234406,1.2329626858234406,low_overlap
A little girl is smiling and running outside,The surfer is riding a small wave,0.0,1.0426928102970123,1.0426928102970123,low_overlap
A person is scrubbing a zucchini,The woman is cutting cooked octopus,0.23125,1.5165328979492188,1.2852828979492188,low_overlap
A horse is standing,Someone is holding a hedgehog,0.0,1.6427995264530182,1.6427995264530182,low_overlap
A person is making a bed,Somebody is cutting a tomato,0.0,1.1778590083122253,1.1778590083122253,low_overlap
A cheetah is chasing its prey across a field,A white and brown dog is walking through the water with difficulty,0.1250000000000001,1.3139861822128296,1.1889861822128296,low_overlap
